transaction_id,order_id,customer_id,transaction_date,amount,payment_method,transaction_type,transaction_status,payment_gateway,gateway_reference_id,currency,source_system,dq_flag,dw_created_date,dw_modified_date,dw_created_by,dw_modified_by,run_id,batch_id
90376b7a-c074-4acc-8046-021bf0388b53,7630e6a3-70b0-4310-b462-4fce5bcf97d3,4afae56b-0c23-430a-a241-04c695a54a30,2026-04-25 06:24:24,1811.74,net_banking,payment,success,razorpay,GW9469CAF0FCB0,INR,flipkart_app,duplicate,2026-04-25 06:24:24,2026-04-25 06:24:24,etl_service,etl_service,b36546ae-9c60-417a-86a9-c64c1ccbd016,BATCH_6170
f0c88b5f-f88c-4172-b60f-0dfe0e335f80,46c20bf7-b569-4576-9dfa-aa7f861db97b,0a47a14c-ed0b-4921-933b-99fd7087c187,2024-05-18 01:26:01,11551.68,credit_card,payment,success,paytm,GW5F05B98C3DE0,INR,flipkart_app,valid,2024-05-18 01:26:01,2024-05-18 01:26:01,etl_service,etl_service,0cb070b2-897c-4d90-a789-c593659f1b1d,BATCH_2604
269c6eee-1394-40d3-bb2c-a97ce9f15a8b,a3afad87-e14c-4e5c-9233-4294c7d5b4e6,28c572c5-3b08-4348-97dd-05fe5713d6fd,2026-12-13 10:53:21,1739.25,credit_card,payment,success,stripe,GWD1D3B57165DE,INR,flipkart_app,duplicate,2026-12-13 10:53:21,2026-12-13 10:53:21,etl_service,etl_service,0c57e90a-8f50-4b78-b757-605eb426f5f9,BATCH_4915
45db1f73-659a-4602-95a0-2824e02395a6,c96b8224-84d7-4224-817e-2a5af89c203e,ac733f8b-0f75-4df5-8326-81dd04ad0a42,2022-11-28 21:09:31,7852.17,net_banking,payment,success,payu,GW796F831D649E,INR,flipkart_app,valid,2022-11-28 21:09:31,2022-11-28 21:09:31,etl_service,etl_service,b6b0f3ad-f3aa-4e7f-9ed7-b769bcd5d54f,BATCH_8272
584495a2-6dff-48a4-afac-71bfcacd9296,7a52692a-8853-463e-84ab-13383994c568,c5f63257-46cc-41f2-8af4-9fa77456b152,2020-04-21 08:16:14,41778.98,wallet,payment,success,paytm,GW1897C5C9E9FE,INR,flipkart_web,invalid,2020-04-21 08:16:14,2020-04-21 08:16:14,etl_service,etl_service,b6c66e6d-3af1-44ba-8720-031b8aefa6a0,BATCH_6160
c25a0cc8-a972-4da0-92bf-94212f920628,51002105-1709-48ec-b8e8-ca531fd25362,d0025547-771e-4dbc-8a77-fe3749c91b6b,2025-07-30 05:16:52,1341.28,debit_card,payment,success,stripe,GW6FD2731B9817,INR,flipkart_web,invalid,2025-07-30 05:16:52,2025-07-30 05:16:52,etl_service,etl_service,fa972088-e526-41f1-aacb-81c73d6b2e60,BATCH_3005
0d892759-03bd-4598-ab00-bcb4dc78466f,c5c5a436-a48a-4352-a759-48c906d1c256,61683cf2-d2c3-4bb9-ac29-5f37e4d5bf31,2019-12-26 17:54:52,8153.68,wallet,payment,success,razorpay,GW0287CC8901DE,INR,flipkart_app,valid,2019-12-26 17:54:52,2019-12-26 17:54:52,etl_service,etl_service,6b74ed87-5d64-4b7d-a2cf-bd0098ba44bb,BATCH_1764
db162f19-4805-45e3-a4c2-d6b9c509e76a,caac0301-6571-4a8c-80d0-ed1f5abaff75,a14cb601-9a1a-4276-a7e2-487813c5926c,2025-02-15 01:44:14,4232.4,debit_card,payment,success,razorpay,GW1083E88C9F17,INR,flipkart_web,valid,2025-02-15 01:44:14,2025-02-15 01:44:14,etl_service,etl_service,38179641-eb76-4a5a-b7db-de43507edb68,BATCH_1854
9656bfe4-7be0-42f9-9e4f-6a4c0bb030c2,0b8d7175-21de-487f-8d20-1dab61051da5,cc1a0816-896f-431d-84af-e165df81f27c,2025-02-02 02:55:43,4048.33,upi,payment,success,ccavenue,GW9C918EA70C8F,INR,flipkart_web,duplicate,2025-02-02 02:55:43,2025-02-02 02:55:43,etl_service,etl_service,8efb1cc2-d87b-4771-a937-fa7170432b81,BATCH_5712
265be96a-d829-4120-bc02-07605c108934,388ef2a7-0bdf-4001-ba59-3a85914798bb,09df8ead-d35b-4e0c-ada2-40e09382c9a4,2026-12-25 12:15:59,54161.1,credit_card,payment,success,stripe,GW5579AFFAAB08,INR,flipkart_app,duplicate,2026-12-25 12:15:59,2026-12-25 12:15:59,etl_service,etl_service,302abb95-8ce4-4ca4-a9a2-790bd28bbe0e,BATCH_5703
ad849dda-7ecd-4f1d-a905-0415ba912ef0,593b0e0c-3c96-484d-9bb8-e198912b506a,ddba74f0-3306-4c08-a52c-b35192e63925,2021-05-19 03:39:46,10146.18,net_banking,payment,success,payu,GW1CEB98C96AEB,INR,flipkart_web,valid,2021-05-19 03:39:46,2021-05-19 03:39:46,etl_service,etl_service,e3b2a79c-5d64-43dc-8ffe-26dff69332db,BATCH_2682
76571c88-bd7d-481e-87c4-de396b98eedc,6f1f5f73-eda6-4d8d-8a8f-b14898f289e5,012f23e0-36a3-4e69-bee0-d38486c309b4,2022-03-28 10:01:44,25580.91,credit_card,payment,success,ccavenue,GWDD1960906C44,INR,flipkart_app,valid,2022-03-28 10:01:44,2022-03-28 10:01:44,etl_service,etl_service,122116e7-0aa0-4c87-9058-d313e57ac06f,BATCH_5907
a658c499-8456-428e-98c7-914589d7dfc9,6f1f5f73-eda6-4d8d-8a8f-b14898f289e5,012f23e0-36a3-4e69-bee0-d38486c309b4,2022-04-19 21:36:07,-25580.91,credit_card,chargeback,reversed,ccavenue,GW7C5A270D89D4,INR,flipkart_app,valid,2022-04-19 21:36:07,2022-04-19 21:36:07,etl_service,etl_service,6e1c057f-2f66-45b7-b019-4bbc795afa9f,BATCH_3029
72f2b446-ae7a-4f2e-a1d7-818165138573,67151e4d-3b79-4a21-9956-61b740708fdf,e7fd7da1-46ab-4d1f-8f84-44c7a14e6004,2026-02-04 21:20:31,6315.54,upi,payment,success,ccavenue,GWF88509DDE999,INR,flipkart_web,valid,2026-02-04 21:20:31,2026-02-04 21:20:31,etl_service,etl_service,d93d8482-8c14-4a05-b699-ce194c237ecf,BATCH_3940
08d19490-15a3-4ee1-956f-df7a54bec366,3268a25e-4c3f-437d-a8c0-5bc95015735a,928d3acd-ae29-417f-a63f-0e31827f0fc2,2019-05-26 08:36:08,729.67,credit_card,payment,success,razorpay,GW9707E69B8077,INR,flipkart_app,valid,2019-05-26 08:36:08,2019-05-26 08:36:08,etl_service,etl_service,1d6a64cd-398d-466f-8397-2bc7b3f7f373,BATCH_3006
805fcb0d-0ccc-47b2-aa20-5a4554ab90a0,126906f3-5392-46ad-b884-f623bfdadd2e,928d3acd-ae29-417f-a63f-0e31827f0fc2,2023-06-20 07:30:04,107155.52,credit_card,payment,success,razorpay,GW6E19E77D686E,INR,flipkart_app,valid,2023-06-20 07:30:04,2023-06-20 07:30:04,etl_service,etl_service,ce50023d-05b4-459f-a2fd-73e497b8a23b,BATCH_7506
e536bc9e-f6e5-420d-8568-6f863d774861,ffcd8cd8-d4d3-4780-95b7-1f452d4e65eb,a520b1d3-dafe-4ea1-85ae-cfcf55118d2a,2024-07-20 13:11:55,30121.04,wallet,payment,success,paytm,GWA17F50913A8B,INR,flipkart_web,duplicate,2024-07-20 13:11:55,2024-07-20 13:11:55,etl_service,etl_service,d76f1be2-2fc8-4b51-833c-dfaddb257ce6,BATCH_6022
9840e907-2d03-4735-b5db-5461e5ea6aa2,ffcd8cd8-d4d3-4780-95b7-1f452d4e65eb,a520b1d3-dafe-4ea1-85ae-cfcf55118d2a,2024-07-29 15:13:13,-30121.04,wallet,refund,success,paytm,GW81842B67963F,INR,flipkart_web,valid,2024-07-29 15:13:13,2024-07-29 15:13:13,etl_service,etl_service,4641e938-c3e5-41c0-a56a-7dec9f54ba45,BATCH_2748
2c96362f-aafd-4c99-9b66-582c25a4ee28,f67617ac-1f36-4266-ac32-2640f7529644,fe7efe9c-9ecf-40ca-bcc0-1892cd95b192,2024-08-03 22:02:07,328.72,net_banking,payment,success,razorpay,GW3D18B1265F4A,INR,flipkart_app,invalid,2024-08-03 22:02:07,2024-08-03 22:02:07,etl_service,etl_service,d0485013-892c-49af-a377-210e1fd9576c,BATCH_6683
7e74a286-f792-4f79-9cc0-47ce25f7fe32,1e40c693-a904-44db-96c9-c840c428330b,2de49701-7690-4d38-8c6f-b28d8c09c2e5,2024-07-31 17:12:23,3146.91,cod,payment,success,payu,GWC25FDCAF68CA,INR,flipkart_web,valid,2024-07-31 17:12:23,2024-07-31 17:12:23,etl_service,etl_service,fd6422a7-737f-40b2-b18b-3deeccb14f73,BATCH_9541
af9b5867-fdb1-474f-ba1e-08cd633f8e12,d371d101-72c2-48ec-b308-7e4cc0da91f3,858eb09d-2016-4bdd-bd9a-5a22f8494731,2022-04-26 15:57:09,13567.6,debit_card,payment,success,ccavenue,GWB0F0FE7915B0,INR,flipkart_app,duplicate,2022-04-26 15:57:09,2022-04-26 15:57:09,etl_service,etl_service,559c4ba8-1cee-46fc-a723-dcc7ca3dad2c,BATCH_4071
0a44e7a4-807e-43d2-ac42-5d0043b4b8f3,fffd1278-152b-4c35-8695-df74ea6d82c6,6c3c6e52-b7b1-48c8-9f0b-886eba2c51dd,2022-01-16 21:09:07,5892.98,net_banking,payment,failed,ccavenue,GWB1E307EAC1BE,INR,flipkart_app,valid,2022-01-16 21:09:07,2022-01-16 21:09:07,etl_service,etl_service,2ba8048b-59c6-45c5-8303-520d6c8b6311,BATCH_1724
28cfe182-da18-4045-a4d9-dbfce1c83b4b,fffd1278-152b-4c35-8695-df74ea6d82c6,6c3c6e52-b7b1-48c8-9f0b-886eba2c51dd,2022-01-16 21:17:43,5892.98,net_banking,payment,success,ccavenue,GWAD0533E2F9CD,INR,flipkart_app,valid,2022-01-16 21:17:43,2022-01-16 21:17:43,etl_service,etl_service,d54aceb7-6041-4046-ac0f-af483f7ad0f4,BATCH_5908
e10058cf-0517-4cd7-9e91-6d77a0b14cbc,5503822e-b61c-45d5-b1d0-534665fc0e99,3b07eee0-b6b9-488f-bfa9-75588f856f69,2022-07-16 09:31:42,1584.46,net_banking,payment,success,razorpay,GW574BBE36D6C5,INR,flipkart_app,valid,2022-07-16 09:31:42,2022-07-16 09:31:42,etl_service,etl_service,aa401343-dca1-47ff-8222-14ee3f0418a3,BATCH_6654
